?lab	?p	?g	?gLabel	?desc
"Josef Breuer"@en	<http://www.wikidata.org/entity/Q84430>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Austrian physician (1842-1925)"@en
"Giovanni Arrighi"@en	<http://www.wikidata.org/entity/Q84603545>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Italian military (1861-1923)"@en
"Heinrich Rickert"@en	<http://www.wikidata.org/entity/Q84704>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German journalist and author (1833-1902)"@en
"Paul Willis"@en	<http://www.wikidata.org/entity/Q84997138>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"researcher"@en
"Rosika Schwimmer"@en	<http://www.wikidata.org/entity/Q853932>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Hungarian activist, editor (1877-1948)"@en
"Franz Neumann"@en	<http://www.wikidata.org/entity/Q85809>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Austrian architect and politician (1844–1905)"@en
"Karin Knorr Cetina"@en	<http://www.wikidata.org/entity/Q87092>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Austrian sociologist"@en
"Else Frenkel-Brunswik"@en	<http://www.wikidata.org/entity/Q87963>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Austrian-American psychologist"@en
"David Harvey"@en	<http://www.wikidata.org/entity/Q89124407>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American chemical engineer/rare earth researcher"@en
"David H. Smith"@en	<http://www.wikidata.org/entity/Q89186261>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American pharmacist and researcher of drug safety and pharmacy outcomes"@en
"Ho Peng-Yoke"@en	<http://www.wikidata.org/entity/Q8969577>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"malaya-born historian of Chinese science (1926–2014)"@en
"Sandra Harding"@en	<http://www.wikidata.org/entity/Q90209148>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Australian economic sociologist and academic administrator"@en
"Michael Billig"@en	<http://www.wikidata.org/entity/Q9032242>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British psychologist"@en
"Paolo Rossi"@en	<http://www.wikidata.org/entity/Q90658087>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"researcher (ORCID 0000-0001-8178-0122)"@en
"Joseph P. Ferrie"@en	<http://www.wikidata.org/entity/Q91450923>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American economist (ORCID 0000-0002-7261-3610)"@en
"Hans Ulrich Gumbrecht"@en	<http://www.wikidata.org/entity/Q92341>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German-born American literary theorist"@en
"Frank Ramsey"@en	<http://www.wikidata.org/entity/Q926153>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American basketball player (1931-2018)"@en
"Paolo Rossi"@en	<http://www.wikidata.org/entity/Q93222458>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Italian archivist (born 1962)"@en
"Paul Willis"@en	<http://www.wikidata.org/entity/Q932517>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British sociologist"@en
"John Law"@en	<http://www.wikidata.org/entity/Q93327760>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Minister of the Church of Scotland"@en
"Paolo Rossi"@en	<http://www.wikidata.org/entity/Q93412637>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"jurist 1608-1674"@en
"Rita Huggins"@en	<http://www.wikidata.org/entity/Q94278975>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Australian Indigenous activist"@en
"James Boswell"@en	<http://www.wikidata.org/entity/Q94516487>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	
"Henri Wallon"@en	<http://www.wikidata.org/entity/Q946417>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"French psychologist, philosopher, pedagogist, and politician (1879–1962)"@en
"David H. Smith"@en	<http://www.wikidata.org/entity/Q94664859>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American son of a Baptist preacher and author of "Remember The Good Times""@en
"Marianne Weber"@en	<http://www.wikidata.org/entity/Q94751780>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	
"Heinrich Rickert"@en	<http://www.wikidata.org/entity/Q94879641>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German mathematician (1890-1917)"@en
"Franz Neumann"@en	<http://www.wikidata.org/entity/Q94932638>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	
"David Kaufmann"@en	<http://www.wikidata.org/entity/Q94943240>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	
"Heinrich Rickert"@en	<http://www.wikidata.org/entity/Q95761465>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	
"Kenneth Burke"@en	<http://www.wikidata.org/entity/Q960081>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American philosopher and literary critic (1897–1993)"@en
"William Ashley"@en	<http://www.wikidata.org/entity/Q96207706>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Abt 1742 -"@en
"Wang Feng"@en	<http://www.wikidata.org/entity/Q96379661>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Chinese Communist Party official"@en
"John Law"@en	<http://www.wikidata.org/entity/Q97001489>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"English cricketer (1923-2004)"@en
"Aldo Leopold"@en	<http://www.wikidata.org/entity/Q971382>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American writer and scientist (1887-1948)"@en
"George Sessions"@en	<http://www.wikidata.org/entity/Q97219073>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"ecologist"@en
"Milton Rogovin"@en	<http://www.wikidata.org/entity/Q973668>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American photographer (1909–2011)"@en
"Melanie Klein"@en	<http://www.wikidata.org/entity/Q97680269>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"German association football player"@en
"Anthony D. Smith"@en	<http://www.wikidata.org/entity/Q976971>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British academic (1939-2016)"@en
"Wang Feng"@en	<http://www.wikidata.org/entity/Q97705692>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Chinese politician"@en
"Melanie Klein"@en	<http://www.wikidata.org/entity/Q97734668>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Austrian association football player"@en
"Raúl Prebisch"@en	<http://www.wikidata.org/entity/Q982374>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Argentine economist (1901-1986)"@en
"Fei Xiaotong"@en	<http://www.wikidata.org/entity/Q982656>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Chinese anthropologist, sociologist (1910-2005)"@en
"Celso Furtado"@en	<http://www.wikidata.org/entity/Q984416>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Brazilian economist (1920-2004)"@en
"Paolo Rossi"@en	<http://www.wikidata.org/entity/Q98537078>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Dipartimento di Scienze Geologiche, Università degli Studi di Roma Tre"@en
"John Law"@en	<http://www.wikidata.org/entity/Q98761494>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q98925696>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	
"David Harvey"@en	<http://www.wikidata.org/entity/Q99631842>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British chemistry researcher"@en
"Annabel S. Brett"@en	<http://www.wikidata.org/entity/Q99814696>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"historian of political thought"@en
"Franz Neumann"@en	<http://www.wikidata.org/entity/Q99858942>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Chancellor and Landvogt of the Neumark and Master of the Brandenburg Bailiwick of the Order of Saint John (1495-1568)"@en
