id,title,aliases,publication_role,identity_status,publication_start,publication_end,publication_status,checked_subject_classifications,provisional_subject_classifications,source_ids,issns,languages,date_basis,date_start_kind,bibliographic_record_count,library_subject_heading_count
journal_0efa1029e2401054,Oriente Moderno,Oriente Moderno,periodical_candidate,bibliographic_metadata_checked,1921,,unknown,Middle East | Modern and contemporary | Politics and public policy | Social | Literature | Cultural studies | Islamic studies,,journal_source_sheet_1389 | journal_source_library_1c2e172ed2c953f9 | journal_source_library_0cd5cf4c2789a1dc,0030-5472 | 2213-8617,ita,bibliographic_record,catalogued_title_start,2,25
journal_277a33d77fbecbff,Orillas,Orillas,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_d14b6c9eeebdd0d6,Osiris,Osiris,research_journal,publisher_metadata_checked,1936,,unknown,Science and technology | science,,journal_source_wikipedia | journal_source_chicago_osiris | journal_source_library_24f52e3364a55c05,0369-7827 | 1933-8287,eng,source_check,publication_start,1,11
journal_cd084caba3a1ce91,Osmanli Arastirmalari - Journal of Ottoman Studies,Osmanli Arastirmalari - Journal of Ottoman Studies,periodical_candidate,title_matched_candidate,,,unknown,,Middle East,journal_source_sheet_1389,,,,,0,0
journal_490ffd3801e4626c,Osmanli Arastirmalari - The Journal of Ottoman Studies,Osmanli Arastirmalari - The Journal of Ottoman Studies,periodical_candidate,title_matched_candidate,,,unknown,,Middle East,journal_source_sheet_271,,,,,0,0
journal_d4d64e1da25e0e90,Osterreichische Zeitschrift fur Geschichtswissenschaften,Osterreichische Zeitschrift fur Geschichtswissenschaften,periodical_candidate,title_matched_candidate,,,unknown,General history,,journal_source_sheet_1389,,,,,0,0
journal_3d3870d545825454,"Oudtestamentische Studien, Old Testament Studies","Oudtestamentische Studien, Old Testament Studies",periodical_candidate,title_matched_candidate,,,unknown,,Religion,journal_source_sheet_1389,,,,,0,0
journal_c5a96ec1cfcd7447,Outre-Mers,Outre-Mers,periodical_candidate,title_matched_candidate,,,unknown,,Colonialism and empire,journal_source_sheet_1389,,,,,0,0
journal_fa9bf2f89281677e,Oxford Art Journal,Oxford Art Journal,periodical_candidate,bibliographic_metadata_checked,1978,,unknown,Art,,journal_source_sheet_1389 | journal_source_library_6e8d8796bc7d284b,0142-6540,eng,bibliographic_record,catalogued_title_start,1,7
journal_dfcea2969df11b3e,Oxoniensia,Oxoniensia,periodical_candidate,title_matched_candidate,,,unknown,Regional or local,,journal_source_wikipedia,,,,,0,0
journal_3d98833a0d8281f8,Pacific Historical Review,Pacific Historical Review,periodical_candidate,bibliographic_metadata_checked,1932,,unknown,United States,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_523c76bf41e303c3,0030-8684,eng,bibliographic_record,catalogued_title_start,1,23
journal_e273d5962dacb89d,Pacific Northwest Quarterly,Pacific Northwest Quarterly,periodical_candidate,title_matched_candidate,,,unknown,United States,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_sheet_1389,,,,,0,0
journal_0f2e6daed59d611b,Paedagogica Historica,Paedagogica Historica,periodical_candidate,bibliographic_metadata_checked,1961,,unknown,Education,,journal_source_sheet_1389 | journal_source_library_3034727d4fbc2555 | journal_source_library_484db52199c3d0f3,0030-9230 | 1477-674X,eng,bibliographic_record,catalogued_title_start,2,6
journal_66aca58e177bf988,Paginas,Paginas,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_b95d3d520007b039,Palaeobulgarica,Palaeobulgarica,periodical_candidate,bibliographic_metadata_checked,1977,,unknown,,,journal_source_sheet_1389 | journal_source_library_d92128725665c42b | journal_source_library_95cb7ad9ba6a3549 | journal_source_library_668bc97e6f910fdf,0204-4021 | 2603-2899,bul | eng | fre | ger | rus,bibliographic_record,catalogued_title_start,3,27
journal_c464f6b77993702d,Palaeohispanica,Palaeohispanica,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_1f45fc2e4072378a,PalArch's Journal of Archaeology of Egypt/ Egyptology,PalArch's Journal of Archaeology of Egypt/ Egyptology,periodical_candidate,title_matched_candidate,,,unknown,,Egypt | Ancient | Archaeology,journal_source_sheet_1389,,,,,0,0
journal_4bb6357e2fdce70a,Palestine Exploration Quarterly,Palestine Exploration Quarterly,periodical_candidate,bibliographic_metadata_checked,,,unknown,Middle East | Archaeology,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_e0119fa7bafd7f26 | journal_source_library_0d84392372024173,0031-0328 | 1743-1301,eng,,,2,14
journal_49d5502c1669c75b,Panta Rei,Panta Rei,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_152a0be173912ba1,Papers of the British School at Rome,Papers of the British School at Rome,periodical_candidate,bibliographic_metadata_checked,1902,,unknown,Archaeology,,journal_source_sheet_1389 | journal_source_library_4b3f7e299212bf90 | journal_source_library_c0281b6a98e5baff,0068-2462 | 2045-239X,eng,bibliographic_record,catalogued_title_start,2,18
journal_f528212a496dc7a0,Parameters,Parameters,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_9dd1c72130a9fcdb,Parergon,Parergon,periodical_candidate,bibliographic_metadata_checked,,,unknown,Middle Ages,,journal_source_sheet_1389 | journal_source_library_19a4407a29240087 | journal_source_library_b2a2a6552b6fa49e,0313-6221,eng,,,2,10
journal_e9581a5052cc2ce5,Parlement[s],Parlement[s],periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_30f867b31cdf447a,Parliamentary History,Parliamentary History,periodical_candidate,bibliographic_metadata_checked,1982,,unknown,,Politics and public policy,journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_3e775c5019aa691b,0264-2824,eng,bibliographic_record,catalogued_title_start,1,1
journal_fde910319ee8dd75,Parliaments Estates and Representation,Parliaments Estates and Representation,periodical_candidate,bibliographic_metadata_checked,1981,,unknown,,Politics and public policy,journal_source_sheet_1389 | journal_source_library_da38f9832c4b618e | journal_source_library_b866fb740b47b879,0260-6755 | 1947-248X,eng,bibliographic_record,catalogued_title_start,2,12
journal_3c475472de4f5691,Pasado y Memoria,Pasado y Memoria,periodical_candidate,title_matched_candidate,,,unknown,,Memory studies,journal_source_sheet_1389,,,,,0,0
journal_a7c5d45175d2b020,Passato e Presente,Passato e Presente,periodical_candidate,title_matched_candidate,,,unknown,,Modern and contemporary,journal_source_sheet_1389,,,,,0,0
journal_b2aca6e2c5b0a211,Past & Present,Past & Present | Past and Present,research_journal,bibliographic_metadata_checked,1952,,unknown,General history | Britain,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir | journal_source_stone_narrative | journal_source_library_6679b11d0bb9ed08 | journal_source_pp_editors_250 | journal_source_pp_ihr_marxist_history | journal_source_venue_review_past250,0031-2746,eng,bibliographic_record,catalogued_title_start,1,9
journal_da925052c0bcba47,Patterns of Prejudice,Patterns of Prejudice,periodical_candidate,bibliographic_metadata_checked,1967,,unknown,,,journal_source_sheet_1389 | journal_source_library_6f9d7ee7e1d144e4 | journal_source_library_a42ffccf5a00e2b2,0031-322X | 1461-7331,eng,bibliographic_record,catalogued_title_start,2,32
journal_5a828d39d05d6fb8,Pennsylvania History,Pennsylvania History,periodical_candidate,bibliographic_metadata_checked,1934,,unknown,,Regional or local history,journal_source_sheet_1389 | journal_source_library_6f1a1e0b6628da9c,0031-4528,eng,bibliographic_record,catalogued_title_start,1,2
journal_52316b1ecf5af908,Pennsylvania History: A Journal of Mid-Atlantic Studies,Pennsylvania History: A Journal of Mid-Atlantic Studies,periodical_candidate,title_matched_candidate,,,unknown,United States,,journal_source_wikipedia,,,,,0,0
journal_0b0d9d9c90568077,Pennsylvania Magazine of History and Biography,Pennsylvania Magazine of History and Biography,periodical_candidate,title_matched_candidate,,,unknown,United States,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_sheet_1389,,,,,0,0
journal_1afb8b667f1ae5c3,Peritia,Peritia,periodical_candidate,bibliographic_metadata_checked,1982,,unknown,Middle Ages | Ireland,,journal_source_sheet_1389 | journal_source_library_a218cd9eb866789c,2034-6506,eng | fre | ger,bibliographic_record,catalogued_title_start,1,10
journal_ed0ec217e14fa307,Perm University Herald - History,Perm University Herald - History,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_06f853a9098e6817,Perspective (France),Perspective (France),periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_9799d03df89e4147,Petits Propos Culinaires,Petits Propos Culinaires,periodical_candidate,bibliographic_metadata_checked,1979,,unknown,Food history,,journal_source_wikipedia | journal_source_library_e0d1a5571ad70033,0142-7857,eng,bibliographic_record,catalogued_title_start,1,10
journal_a13036715c908b55,Philippine Studies: Historical and Ethnographic Viewpoints,Philippine Studies: Historical and Ethnographic Viewpoints,periodical_candidate,bibliographic_metadata_checked,,,unknown,Anthropology and ethnography,Southeast Asia,journal_source_sheet_1389 | journal_source_library_9c66f151d4a00308 | journal_source_library_66f6a1c8fce7cca5,2244-1093 | 2244-1638,eng,,,2,14
journal_b5fbd9ff813d8792,Philological Quarterly,Philological Quarterly,periodical_candidate,bibliographic_metadata_checked,,,unknown,Language and linguistics,,journal_source_sheet_1389 | journal_source_library_747a8ad7c6aaab37,0031-7977,eng,,,1,7
journal_0ea6eb85492b044e,Philologus,Philologus,periodical_candidate,bibliographic_metadata_checked,1846,,unknown,Classical studies,Language and linguistics,journal_source_sheet_1389 | journal_source_library_e149c540e9ea81c4 | journal_source_library_88ee75f8a66e1c78,0031-7985 | 2196-7008,ger,bibliographic_record,catalogued_title_start,2,11
journal_e8b451c572b6f86f,Philosophy of Science,Philosophy of Science,periodical_candidate,title_matched_candidate,,,unknown,Science and technology,Philosophy,journal_source_sheet_1389,,,,,0,0
journal_ee82617f51aa011f,Phronesis,Phronesis,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_d9ad4351da48ddc7,Physics in Perspective,Physics in Perspective,periodical_candidate,bibliographic_metadata_checked,1999,,unknown,,Science and technology,journal_source_sheet_1389 | journal_source_library_07d40654daaafe2a | journal_source_library_bf1952b87c8112eb,1422-6944 | 1422-6960,eng,bibliographic_record,catalogued_title_start,2,10
journal_a43b2d9e9ee6d8b0,Planning Perspectives,Planning Perspectives,periodical_candidate,bibliographic_metadata_checked,,,unknown,Urban,,journal_source_sheet_271 | journal_source_ooir | journal_source_library_1daca10245734cfb | journal_source_library_1e3a4aa87bc221f1,0266-5433 | 1466-4518,eng,,,2,18
journal_f7808c355d342688,Plural. History. Culture. Society,Plural. History. Culture. Society,periodical_candidate,title_matched_candidate,,,unknown,Eastern Europe and Balkans,Cultural history,journal_source_sheet_1389,,,,,0,0
journal_dab9b8a6ad7e2986,Poland's Demographic Past,Poland's Demographic Past,periodical_candidate,title_matched_candidate,,,unknown,Poland | Demography and family,Eastern Europe and Balkans,journal_source_sheet_1389,,,,,0,0
journal_17470850addce4e3,Polis,Polis,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_ffe6ec8afaa57a68,Political Geography,Political Geography,periodical_candidate,bibliographic_metadata_checked,,,unknown,,Politics and public policy,journal_source_sheet_1389 | journal_source_library_81af7447169bbece,0962-6298,eng,,,1,5
journal_f7c6373292ea9e23,Political Theory,Political Theory,periodical_candidate,bibliographic_metadata_checked,,,unknown,Politics and public policy,,journal_source_sheet_1389 | journal_source_library_96f444a4df36d7fa | journal_source_library_25b64beb00fd870b | journal_source_library_d586d24a19c351ab,0090-5917 | 1552-7476,eng,,,3,10
journal_3389e9b729d015cb,Politicka Misao,Politicka Misao,periodical_candidate,title_matched_candidate,,,unknown,,Politics and public policy,journal_source_sheet_1389,,,,,0,0
journal_57faad005d329f58,"Politics, Religion & Ideology","Politics, Religion & Ideology | Politics Religion & Ideology",periodical_candidate,bibliographic_metadata_checked,,,unknown,Eastern Europe and Balkans | Politics and public policy | Religion,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_ooir | journal_source_library_59d51b51e8f1abf6,2156-7697,eng,,,1,11
journal_2792bbb391111da3,Popolazione e Storia,Popolazione e Storia,periodical_candidate,bibliographic_metadata_checked,2000,,unknown,Demography and family | Italy,,journal_source_sheet_1389 | journal_source_library_f851e1f3bb52caa6,1591-4798,ita,bibliographic_record,catalogued_title_start,1,7
journal_0af45f8baef9602a,Population Studies,Population Studies,periodical_candidate,title_matched_candidate,,,unknown,,Demography and family,journal_source_sheet_1389,,,,,0,0
journal_c48da356b6af1712,Portuguese Studies,Portuguese Studies,periodical_candidate,bibliographic_metadata_checked,1985,,unknown,Latin America and Caribbean | Iberia,,journal_source_sheet_1389 | journal_source_library_07e8da8e376e16de,0267-5315,eng,bibliographic_record,catalogued_title_start,1,28
journal_f50871d14c198e22,Positions,Positions,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_76f49a9d91b53472,Post-Medieval Archaeology,Post-Medieval Archaeology,periodical_candidate,bibliographic_metadata_checked,1967,,unknown,Britain,Middle Ages | Archaeology,journal_source_sheet_1389 | journal_source_library_93c3b49d6bf94267 | journal_source_library_b584f1910dec3f29,0079-4236 | 1745-8137,eng,bibliographic_record,catalogued_title_start,2,16
journal_a65e7898dc58a851,Postcolonial Studies,Postcolonial Studies,periodical_candidate,bibliographic_metadata_checked,1998,,unknown,,Colonialism and empire,journal_source_sheet_1389 | journal_source_ooir | journal_source_library_1bde3d7013fd8f47,1466-1888,eng,bibliographic_record,catalogued_title_start,1,4
journal_c66b01e68db0ea8b,Postmedieval,Postmedieval,periodical_candidate,title_matched_candidate,,,unknown,,Middle Ages,journal_source_sheet_1389,,,,,0,0
journal_a8fd47a186c8ca2b,Potestas,Potestas,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_c581690fb5cc4430,Povijesni Prilozi,Povijesni Prilozi,periodical_candidate,bibliographic_metadata_checked,1982,,unknown,,,journal_source_sheet_1389 | journal_source_library_1e971ce078187342,0351-9767,hrv,bibliographic_record,catalogued_title_start,1,7
journal_82e7b5727f1b5359,Prague Papers on the History of International Relations,Prague Papers on the History of International Relations,periodical_candidate,title_matched_candidate,,,unknown,International relations and diplomatic,,journal_source_wikipedia,,,,,0,0
journal_081498c12296634c,Praksis,Praksis,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_b9888fd73dd30d4d,Praktyka Teoretyczna,Praktyka Teoretyczna,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_ad3d7f7f6acda545,Preservation,Preservation,periodical_candidate,title_matched_candidate,,,unknown,,Heritage and public history,journal_source_sheet_271,,,,,0,0
journal_1682ba7d199de65b,Presidential Studies Quarterly,Presidential Studies Quarterly,periodical_candidate,bibliographic_metadata_checked,,,unknown,Politics and public policy,,journal_source_wikipedia | journal_source_sheet_1389 | journal_source_library_041ad4378427fbeb | journal_source_library_8e9932753071d311,0360-4918 | 1741-5705,eng,,,2,15
journal_7bda00de56d95ce4,Preternature,Preternature,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_d9e17ac594e4d709,Prilozi Instituta za Arheologiju,Prilozi Instituta za Arheologiju,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_65214d6aa917ba97,Prispevki za novejšo zgodovino,Prispevki za novejšo zgodovino | Prispevki za Novejso Zgodovino,periodical_candidate,title_matched_candidate,,,unknown,Eastern Europe and Balkans,,journal_source_wikipedia | journal_source_sheet_1389,,,,,0,0
journal_b23e9ce61c297615,"Proceedings of the Royal Irish Academy Section C: Archaeology, Celtic Studies, History, Linguistics and Literature","Proceedings of the Royal Irish Academy Section C: Archaeology, Celtic Studies, History, Linguistics and Literature",periodical_candidate,title_matched_candidate,,,unknown,,Ireland | Archaeology | Literature | Language and linguistics,journal_source_sheet_1389,,,,,0,0
journal_ef1e5cfe6102495a,Programming Historian,Programming Historian,periodical_candidate,title_matched_candidate,,,unknown,Teaching and methods,,journal_source_wikipedia,,,,,0,0
journal_e6297c68f13445cf,Przeglad Archiwalny Instytutu Pamieci Narodowej,Przeglad Archiwalny Instytutu Pamieci Narodowej,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_e174c6791f43c105,Przeglad Nauk Historycznych,Przeglad Nauk Historycznych,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_7fdf76f477c06ead,Psychoanalysis and History,Psychoanalysis and History,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_271 | journal_source_ooir,,,,,0,0
journal_99bd1c5b0a0c9c98,Public Opinion Quarterly,Public Opinion Quarterly,periodical_candidate,bibliographic_metadata_checked,1937,,unknown,,Politics and public policy,journal_source_sheet_1389 | journal_source_library_061d1176f4038e50 | journal_source_library_8335f1a3a356bf8a,0033-362X,eng,bibliographic_record,catalogued_title_start,2,11
journal_140e8ca13be863d3,Publishing History,Publishing History,periodical_candidate,bibliographic_metadata_checked,1977,,unknown,,Media and books,journal_source_sheet_271 | journal_source_library_a50e7b6a993f9c68,0309-2445,eng,bibliographic_record,catalogued_title_start,1,8
journal_2b79fc6e996ac620,Punk and Post-Punk,Punk and Post-Punk,periodical_candidate,bibliographic_metadata_checked,,,unknown,,,journal_source_sheet_1389 | journal_source_library_87d48609d7b736ae | journal_source_library_c00c0fb52b987f26,2044-1983 | 2044-3706,eng,,,2,22
journal_21522aa346eccdd8,Qiushi (求是),Qiushi (求是),primary_source_periodical,title_matched_candidate,,,unknown,Chinese studies resources,,journal_source_toronto,,,,,0,0
journal_cfc410ef907bdbd7,Quaderni Storici,Quaderni Storici,research_journal,bibliographic_metadata_checked,,,unknown,,,journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_library_02585722e7ae7be5 | journal_source_venue_116_raggio_microstoria,0301-6307,ita,,,1,0
journal_ab2613b233799692,Quaerendo,Quaerendo,periodical_candidate,bibliographic_metadata_checked,1971,,unknown,Media and books | Manuscript studies,,journal_source_sheet_1389 | journal_source_library_83d73a18a8d3ddad,0014-9527,eng,bibliographic_record,catalogued_title_start,1,21
journal_68a91263afc40b49,Quaestio Rossica,Quaestio Rossica,periodical_candidate,bibliographic_metadata_checked,2013,,unknown,Russia and Eurasia,,journal_source_sheet_1389 | journal_source_library_567292fed90891b1 | journal_source_library_30515772740aa8e3,2311-911X | 2313-6871,rus,bibliographic_record,catalogued_title_start,2,24
journal_e71e0fc0e3b339a6,Qudus International Journal of Islamic Studies,Qudus International Journal of Islamic Studies,periodical_candidate,title_matched_candidate,,,unknown,,Religion,journal_source_sheet_1389,,,,,0,0
journal_2768a4b671869da5,Queensland History Journal,Queensland History Journal,periodical_candidate,title_matched_candidate,,,unknown,Australasia and Oceania,,journal_source_wikipedia,,,,,0,0
journal_bb1199f7efcb2f58,Queensland Review,Queensland Review,periodical_candidate,bibliographic_metadata_checked,1994,,unknown,,Australasia and Oceania,journal_source_sheet_1389 | journal_source_library_ce2c132224b3c79e,2049-7792,eng,bibliographic_record,catalogued_title_start,1,3
journal_d55293f237325f0a,Quest. Issues in Contemporary Jewish History,Quest. Issues in Contemporary Jewish History,periodical_candidate,title_matched_candidate,,,unknown,General history,Jewish studies,journal_source_sheet_1389,,,,,0,0
journal_57d5884027f69d53,Quest: The History of Spaceflight,Quest: The History of Spaceflight,periodical_candidate,title_matched_candidate,,,unknown,Science and technology,,journal_source_wikipedia,,,,,0,0
journal_472e21a0b18f882a,Quinto Sol,Quinto Sol,periodical_candidate,bibliographic_metadata_checked,1997,,unknown,"Social sciences | Social | Business, labor and economics",,journal_source_sheet_1389 | journal_source_library_30fa62efd4090d52,0329-2665,spa,bibliographic_record,catalogued_title_start,1,8
journal_4630cadaf7561ba5,Radical History Review,Radical History Review,periodical_candidate,bibliographic_metadata_checked,,,unknown,General history | Socialism and related political traditions | Modern and contemporary,,journal_source_wikipedia | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_bb44c9b9c2266c63 | journal_source_library_2e36eac35808af20,0163-6545,eng,,,2,16
journal_09fc2f1a6d52501a,Radovi Instituta za Povijest Umjetnosti,Radovi Instituta za Povijest Umjetnosti,periodical_candidate,bibliographic_metadata_checked,1972,,unknown,Art,,journal_source_sheet_1389 | journal_source_library_956f61e9be52cd30,0350-3437,hrv,bibliographic_record,catalogued_title_start,1,4
journal_436c616843fecc77,Radovi Zavoda za Hrvatsku Povijest,Radovi Zavoda za Hrvatsku Povijest,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_0835598cd9000a22,Radovi Zavoda za Povijesne Znanosti Hazu u Zadru,Radovi Zavoda za Povijesne Znanosti Hazu u Zadru | Radovi Zavoda za Povijesne Znanosti HAZU u Zadru,periodical_candidate,bibliographic_metadata_checked,,,unknown,,,journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_library_18e3956c3ce0ef67,1330-0474,hrv,,,1,4
journal_9094fd9292e9e102,Rassegna Storica del Risorgimento,Rassegna Storica del Risorgimento,periodical_candidate,bibliographic_metadata_checked,1914,,unknown,Italy,,journal_source_sheet_1389 | journal_source_library_bfa118ae2478e5e5,0033-9873,ita,bibliographic_record,catalogued_title_start,1,5
journal_757bfc4e2cd4a040,"Reception: Texts,  Readers, Audiences, History","Reception: Texts,  Readers, Audiences, History",periodical_candidate,bibliographic_metadata_checked,2013,,unknown,Literature,,journal_source_sheet_1389 | journal_source_library_5c345cc84b9a844c,2168-0604,eng,bibliographic_record,catalogued_title_start,1,6
journal_0b87b1ec7bd188c7,Recherches de Theologie et Philosophie Medievales,Recherches de Theologie et Philosophie Medievales,periodical_candidate,title_matched_candidate,,,unknown,,Middle Ages | Religion | Philosophy,journal_source_sheet_1389,,,,,0,0
journal_7ecff372edf16549,Rechtsgeschichte,Rechtsgeschichte,periodical_candidate,title_matched_candidate,,,unknown,,Legal,journal_source_sheet_1389,,,,,0,0
journal_bb801268105cb9a0,Records of the Australian Museum,Records of the Australian Museum,periodical_candidate,bibliographic_metadata_checked,1890,,unknown,Science and technology,,journal_source_sheet_1389 | journal_source_library_c7758e38c6c1cd81,0067-1975,eng,bibliographic_record,catalogued_title_start,1,18
journal_d70bc8b4433eab4e,Reformation,Reformation,periodical_candidate,bibliographic_metadata_checked,1996,,unknown,Religion | Britain | Europe,,journal_source_wikipedia | journal_source_library_ef28582aa8f43eca | journal_source_library_c7505224cc1ea5ff,1357-4175 | 1752-0738,eng,bibliographic_record,catalogued_title_start,2,22
journal_218bc07409dec6b7,"Region: Regional Studies of Russia, Eastern Europe, and Central Asia","Region: Regional Studies of Russia, Eastern Europe, and Central Asia",periodical_candidate,bibliographic_metadata_checked,2012,,unknown,Russia and Eurasia | Eastern Europe and Balkans | Central Asia,,journal_source_sheet_1389 | journal_source_library_b713db84bfa862a2,2166-4307,eng,bibliographic_record,catalogued_title_start,1,26
journal_139d14b61cae91c7,Religion,Religion,periodical_candidate,title_matched_candidate,,,unknown,,Religion,journal_source_sheet_1389,,,,,0,0
journal_14e0efc128c5c78c,Religion and American Culture - A Journal of Interpretation,Religion and American Culture - A Journal of Interpretation,periodical_candidate,title_matched_candidate,,,unknown,,Religion,journal_source_sheet_271,,,,,0,0
journal_76dd73521ca11f56,Religion and the Arts,Religion and the Arts,periodical_candidate,bibliographic_metadata_checked,1996,,unknown,,Religion,journal_source_sheet_1389 | journal_source_library_214bebfdb0eedb47 | journal_source_library_4f09430abb1bb793,1079-9265 | 1568-5292,eng,bibliographic_record,catalogued_title_start,2,29
journal_d9d1813044fa7b37,Renaissance and Reformation,Renaissance and Reformation,periodical_candidate,bibliographic_metadata_checked,1964,,unknown,,Early modern | Religion,journal_source_sheet_1389 | journal_source_library_5a97d8acbd426c2e,0034-429X,eng,bibliographic_record,catalogued_title_start,1,9
journal_ef1613e97ed2256c,Renaissance Quarterly,Renaissance Quarterly,periodical_candidate,bibliographic_metadata_checked,,,unknown,,Early modern,journal_source_sheet_1389 | journal_source_library_60c5e19439b66929 | journal_source_library_ddcb812d652cd5d9,0034-4338 | 1935-0236,eng,,,2,15
journal_2a960f4fa23d7137,Renaissance Studies,Renaissance Studies,periodical_candidate,title_matched_candidate,,,unknown,,Early modern,journal_source_sheet_1389,,,,,0,0
journal_2d4679f495d085cf,Representations,Representations,research_journal,publisher_metadata_checked,1983,,unknown,culture | gender | Literature | General history,,journal_source_ucp_representations | journal_source_library_2240bc88e671b8a7 | journal_source_library_bdfc89179bf97c3d,0734-6018 | 1533-855X,eng,bibliographic_record,catalogued_title_start,2,38
journal_cae1fe338f5fe128,Res Mobilis,Res Mobilis,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_1e179fb66763df00,Rethinking History,Rethinking History,periodical_candidate,bibliographic_metadata_checked,1997,,unknown,Ideas and historiography | General history,,journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_dddb12b2c3f1c749 | journal_source_library_f97d1c85d753cf0c,1364-2529 | 1470-1154,eng,bibliographic_record,catalogued_title_start,2,12
journal_1fbdf8ccfd57460c,Reti Medievali Rivista,Reti Medievali Rivista,periodical_candidate,title_matched_candidate,,,unknown,Middle Ages,,journal_source_wikipedia | journal_source_sheet_1389,,,,,0,0
journal_507b44cefba27a37,Review of Central and East European Law,Review of Central and East European Law,periodical_candidate,bibliographic_metadata_checked,,,unknown,Legal,Eastern Europe and Balkans,journal_source_sheet_1389 | journal_source_library_eb9ce82317a4e96e | journal_source_library_38503cc204caa851,0925-9880 | 1573-0352,eng,,,2,35
journal_772c3d37a55ac27c,Review of Croatian History,Review of Croatian History,periodical_candidate,title_matched_candidate,,,unknown,,Eastern Europe and Balkans,journal_source_sheet_1389,,,,,0,0
journal_50dd3dcc3425bd40,Review of International American Studies,Review of International American Studies,periodical_candidate,title_matched_candidate,,,unknown,,United States,journal_source_sheet_1389,,,,,0,0
journal_5aac7e8b24bac0b8,Review of Middle East Studies,Review of Middle East Studies,periodical_candidate,bibliographic_metadata_checked,,,unknown,Middle East,,journal_source_sheet_1389 | journal_source_library_6c0f189e9dbdaadf | journal_source_library_91280ba26fb5cc37 | journal_source_library_0e1d5e67536da0c2,2151-3481 | 2329-3225,eng,,,3,13
journal_43b5e20e11120538,Review of Rabbinic Judaism,Review of Rabbinic Judaism,periodical_candidate,bibliographic_metadata_checked,,,unknown,Jewish studies,,journal_source_sheet_1389 | journal_source_library_65e3f69835b5d842 | journal_source_library_d3723034cf83376e,1568-4857 | 1570-0704,eng,,,2,21
journal_5b3d779e522e957e,Reviews in American History,Reviews in American History,periodical_candidate,bibliographic_metadata_checked,1973,,unknown,United States,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_library_fc6c36786e98e3e1,0048-7511,eng,bibliographic_record,catalogued_title_start,1,6
journal_889a13189867e877,Revista Aequitas,Revista Aequitas,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_164c93e190290016,Revista Archai,Revista Archai,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_08846ec6e19b1eb7,Revista Brasileira de Historia,Revista Brasileira de Historia,periodical_candidate,title_matched_candidate,,,unknown,General history | Ideas and historiography | Teaching and methods,,journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir,,,,,0,0
